Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,QR_ID,Owner_ID,Vehicle_Number,Masked_Contact,Registered_City,Anonymous_Notification,Emergency_Escalation
INC0085,Car,Residential Street,Chennai,Roadside Congestion,No,Low,2026-05-27 11:13:55.448003,25,Low Priority,Low urgency monitoring,QR0291,QR0291,USER0291,TN33AB1200,98XXXX2837,Chennai,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow
INC0086,Van,Commercial Complex,Pune,Gate Blockage,No,Medium,2026-05-21 08:51:55.448008,60,Medium Priority,Standard obstruction resolution workflow,QR0254,QR0254,USER0254,TN65AB7553,98XXXX8735,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow
INC0087,Taxi,Commercial Complex,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 09:35:55.448013,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0297,QR0297,USER0297,TN59AB7073,98XXXX8124,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Escalation Required
INC0088,Two Wheeler,Hospital Entrance,Delhi,Illegal Parking,No,Critical,2026-05-25 07:22:55.448018,65,Medium Priority,Standard obstruction resolution workflow,QR0179,QR0179,USER0179,TN13AB6257,98XXXX9304,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Hospital Entrance.,Standard Workflow
INC0089,Car,Hospital Entrance,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-26 19:13:55.448023,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0050,QR0050,USER0050,TN76AB9772,98XXXX6762,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0090,Car,Shop Entrance,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-26 09:02:55.448027,40,Low Priority,Low urgency monitoring,QR0283,QR0283,USER0283,TN37AB4042,98XXXX2837,Bangalore,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow
INC0091,Van,School Zone,Delhi,Emergency Access Blocked,No,Critical,2026-05-25 04:09:55.448032,95,High Priority,Urgent owner notification required,QR0108,QR0108,USER0108,TN75AB2096,98XXXX4266,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0092,Auto Rickshaw,Hospital Entrance,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 17:36:55.448037,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0050,QR0050,USER0050,TN76AB9772,98XXXX6762,Hyderabad,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0093,Two Wheeler,Pedestrian Sidewalk,Chennai,Illegal Parking,No,Low,2026-05-27 12:40:55.448041,25,Low Priority,Low urgency monitoring,QR0138,QR0138,USER0138,TN67AB7787,98XXXX5537,Mumbai,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow
INC0094,Auto Rickshaw,Hospital Entrance,Delhi,Illegal Parking,Yes,Critical,2026-05-20 21:30:55.448046,110,High Priority,Urgent owner notification required,QR0178,QR0178,USER0178,TN56AB8107,98XXXX8933,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0095,Mini Truck,Emergency Exit,Hyderabad,Roadside Congestion,Yes,Critical,2026-05-22 10:42:55.448051,110,High Priority,Urgent owner notification required,QR0211,QR0211,USER0211,TN83AB8622,98XXXX7151,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0096,Mini Truck,Commercial Complex,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-26 20:55:55.448065,75,Medium Priority,Standard obstruction resolution workflow,QR0051,QR0051,USER0051,TN35AB1983,98XXXX1439,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow
INC0097,Mini Truck,Hospital Entrance,Delhi,Roadside Congestion,No,Critical,2026-05-24 23:09:55.448072,65,Medium Priority,Standard obstruction resolution workflow,QR0110,QR0110,USER0110,TN22AB2298,98XXXX8173,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Hospital Entrance.,Standard Workflow
INC0098,Two Wheeler,Emergency Exit,Chennai,Illegal Parking,Yes,Critical,2026-05-26 16:03:55.448077,110,High Priority,Urgent owner notification required,QR0109,QR0109,USER0109,TN53AB5426,98XXXX3720,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0099,Car,Pedestrian Sidewalk,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-22 21:06:55.448081,100,High Priority,Urgent owner notification required,QR0273,QR0273,USER0273,TN95AB8308,98XXXX5062,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0100,Two Wheeler,Commercial Complex,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-22 08:42:55.448086,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0021,QR0021,USER0021,TN40AB8389,98XXXX4246,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Escalation Required
INC0101,Taxi,School Zone,Mumbai,Commercial Entrance Blocked,Yes,Critical,2026-05-27 00:45:55.448090,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0002,QR0002,USER0002,TN15AB8007,98XXXX6904,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required
INC0102,Two Wheeler,Shop Entrance,Mumbai,Commercial Entrance Blocked,No,Medium,2026-05-23 04:48:55.448095,40,Low Priority,Low urgency monitoring,QR0097,QR0097,USER0097,TN23AB1118,98XXXX3517,Delhi,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow
INC0103,Two Wheeler,Hospital Entrance,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-25 09:40:55.448100,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0276,QR0276,USER0276,TN38AB4703,98XXXX5604,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0104,Car,Residential Street,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-25 09:00:55.448104,100,High Priority,Urgent owner notification required,QR0045,QR0045,USER0045,TN91AB5689,98XXXX1280,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0105,Car,Apartment Gate,Delhi,Illegal Parking,No,Low,2026-05-26 06:07:55.448109,45,Low Priority,Low urgency monitoring,QR0221,QR0221,USER0221,TN58AB1186,98XXXX9459,Pune,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow
INC0106,Van,School Zone,Mumbai,Illegal Parking,No,Low,2026-05-26 15:27:55.448114,65,Medium Priority,Standard obstruction resolution workflow,QR0134,QR0134,USER0134,TN31AB8777,98XXXX8234,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Standard Workflow
INC0107,Two Wheeler,Residential Street,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 15:48:55.448118,100,High Priority,Urgent owner notification required,QR0185,QR0185,USER0185,TN42AB2135,98XXXX9291,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0108,Two Wheeler,Residential Street,Hyderabad,Gate Blockage,No,Medium,2026-05-22 20:15:55.448123,40,Low Priority,Low urgency monitoring,QR0231,QR0231,USER0231,TN17AB6009,98XXXX8527,Delhi,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow
INC0109,Mini Truck,Residential Street,Bangalore,Roadside Congestion,No,Low,2026-05-21 09:56:55.448128,25,Low Priority,Low urgency monitoring,QR0026,QR0026,USER0026,TN11AB9593,98XXXX2079,Hyderabad,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow
INC0110,Mini Truck,Commercial Complex,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-22 07:05:55.448133,60,Medium Priority,Standard obstruction resolution workflow,QR0181,QR0181,USER0181,TN45AB5940,98XXXX7343,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow
INC0111,Taxi,Shop Entrance,Pune,Roadside Congestion,Yes,Critical,2026-05-23 20:29:55.448137,70,Medium Priority,Standard obstruction resolution workflow,QR0114,QR0114,USER0114,TN54AB2076,98XXXX9231,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0112,Mini Truck,Apartment Gate,Delhi,Illegal Parking,Yes,Critical,2026-05-26 13:00:55.448142,90,High Priority,Urgent owner notification required,QR0111,QR0111,USER0111,TN92AB6114,98XXXX2834,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow
INC0113,Two Wheeler,School Zone,Bangalore,Roadside Congestion,Yes,Critical,2026-05-23 10:41:55.448147,110,High Priority,Urgent owner notification required,QR0186,QR0186,USER0186,TN42AB7608,98XXXX6962,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0114,Mini Truck,Shop Entrance,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-25 11:47:55.448151,55,Medium Priority,Standard obstruction resolution workflow,QR0182,QR0182,USER0182,TN89AB1511,98XXXX2358,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0115,Mini Truck,Narrow Lane,Hyderabad,Gate Blockage,No,Medium,2026-05-26 02:50:55.448156,40,Low Priority,Low urgency monitoring,QR0042,QR0042,USER0042,TN92AB9861,98XXXX2195,Mumbai,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow
INC0116,Van,Narrow Lane,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-22 03:37:55.448160,100,High Priority,Urgent owner notification required,QR0172,QR0172,USER0172,TN36AB9109,98XXXX1731,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Standard Workflow
INC0117,Two Wheeler,Traffic Junction,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-22 19:52:55.448165,105,High Priority,Urgent owner notification required,QR0124,QR0124,USER0124,TN45AB7525,98XXXX2304,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Standard Workflow
INC0118,Car,Pedestrian Sidewalk,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 11:27:55.448214,100,High Priority,Urgent owner notification required,QR0223,QR0223,USER0223,TN66AB4292,98XXXX6901,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0119,Taxi,Apartment Gate,Chennai,Gate Blockage,Yes,Critical,2026-05-27 02:02:55.448223,105,High Priority,Urgent owner notification required,QR0063,QR0063,USER0063,TN44AB3526,98XXXX5665,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow
INC0120,Auto Rickshaw,Hospital Entrance,Mumbai,Gate Blockage,No,Critical,2026-05-25 12:59:55.448233,80,High Priority,Urgent owner notification required,QR0122,QR0122,USER0122,TN46AB3136,98XXXX6349,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0121,Taxi,Narrow Lane,Bangalore,Gate Blockage,No,Medium,2026-05-24 13:49:55.448243,40,Low Priority,Low urgency monitoring,QR0236,QR0236,USER0236,TN94AB4443,98XXXX4858,Bangalore,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow
INC0122,Car,Apartment Gate,Mumbai,Gate Blockage,Yes,Critical,2026-05-25 23:21:55.448248,105,High Priority,Urgent owner notification required,QR0262,QR0262,USER0262,TN26AB3726,98XXXX5130,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow
INC0123,Mini Truck,Apartment Gate,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-24 00:01:55.448253,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0300,QR0300,USER0300,TN16AB5368,98XXXX9856,Bangalore,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required
INC0124,Mini Truck,Traffic Junction,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-22 14:49:55.448257,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0132,QR0132,USER0132,TN73AB3394,98XXXX2479,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Escalation Required
INC0125,Two Wheeler,Shop Entrance,Chennai,Roadside Congestion,Yes,Critical,2026-05-21 10:21:55.448262,70,Medium Priority,Standard obstruction resolution workflow,QR0065,QR0065,USER0065,TN71AB1614,98XXXX7371,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0126,Auto Rickshaw,Apartment Gate,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 17:41:55.448267,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0015,QR0015,USER0015,TN97AB1989,98XXXX7874,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required
INC0127,Car,School Zone,Mumbai,Emergency Access Blocked,No,Critical,2026-05-22 08:16:55.448271,95,High Priority,Urgent owner notification required,QR0241,QR0241,USER0241,TN54AB8949,98XXXX8383,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0128,Auto Rickshaw,Residential Street,Pune,Illegal Parking,Yes,Critical,2026-05-23 07:25:55.448276,70,Medium Priority,Standard obstruction resolution workflow,QR0271,QR0271,USER0271,TN43AB7000,98XXXX5731,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow
INC0129,Car,Apartment Gate,Delhi,Gate Blockage,No,Medium,2026-05-24 15:12:55.448280,60,Medium Priority,Standard obstruction resolution workflow,QR0168,QR0168,USER0168,TN94AB8095,98XXXX3134,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow
INC0130,Car,Apartment Gate,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 14:10:55.448285,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0086,QR0086,USER0086,TN55AB5814,98XXXX5024,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required
INC0131,Two Wheeler,School Zone,Delhi,Emergency Access Blocked,No,Critical,2026-05-25 04:47:55.448290,95,High Priority,Urgent owner notification required,QR0085,QR0085,USER0085,TN34AB9738,98XXXX9339,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0132,Taxi,Hospital Entrance,Pune,Commercial Entrance Blocked,Yes,Critical,2026-05-22 14:29:55.448295,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0044,QR0044,USER0044,TN52AB6820,98XXXX9987,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0133,Van,Traffic Junction,Pune,Emergency Access Blocked,No,Critical,2026-05-26 22:38:55.448299,75,Medium Priority,Standard obstruction resolution workflow,QR0053,QR0053,USER0053,TN55AB4568,98XXXX6578,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow
INC0134,Two Wheeler,Traffic Junction,Pune,Pedestrian Path Obstructed,No,Low,2026-05-27 11:46:55.448304,75,Medium Priority,Standard obstruction resolution workflow,QR0199,QR0199,USER0199,TN95AB4499,98XXXX3982,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow
INC0135,Van,Pedestrian Sidewalk,Kochi,Gate Blockage,Yes,Critical,2026-05-24 11:55:55.448308,85,High Priority,Urgent owner notification required,QR0042,QR0042,USER0042,TN92AB9861,98XXXX2195,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0136,Two Wheeler,Hospital Entrance,Mumbai,Gate Blockage,Yes,Critical,2026-05-26 12:27:55.448313,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0201,QR0201,USER0201,TN32AB7974,98XXXX6340,Pune,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required
INC0137,Mini Truck,Commercial Complex,Chennai,Roadside Congestion,Yes,Critical,2026-05-27 10:56:55.448318,90,High Priority,Urgent owner notification required,QR0051,QR0051,USER0051,TN35AB1983,98XXXX1439,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow
INC0138,Auto Rickshaw,School Zone,Hyderabad,Pedestrian Path Obstructed,No,Low,2026-05-27 03:46:55.448322,95,High Priority,Urgent owner notification required,QR0036,QR0036,USER0036,TN83AB7532,98XXXX3853,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0139,Two Wheeler,Traffic Junction,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 15:52:55.448330,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0074,QR0074,USER0074,TN80AB8234,98XXXX1015,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Traffic Junction. Immediate attention required.,Escalation Required
INC0140,Car,Commercial Complex,Hyderabad,Illegal Parking,No,Low,2026-05-27 10:00:55.448335,45,Low Priority,Low urgency monitoring,QR0203,QR0203,USER0203,TN83AB7067,98XXXX4227,Kochi,[INFO] Minor obstruction reported near Commercial Complex.,Standard Workflow
INC0141,Taxi,Shop Entrance,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-24 05:13:55.448341,100,High Priority,Urgent owner notification required,QR0167,QR0167,USER0167,TN37AB4544,98XXXX2633,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0142,Two Wheeler,Residential Street,Pune,Emergency Access Blocked,No,Critical,2026-05-26 08:32:55.448345,55,Medium Priority,Standard obstruction resolution workflow,QR0103,QR0103,USER0103,TN18AB1408,98XXXX7603,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow
INC0143,Two Wheeler,Emergency Exit,Kochi,Commercial Entrance Blocked,No,Critical,2026-05-22 01:13:55.448350,80,High Priority,Urgent owner notification required,QR0271,QR0271,USER0271,TN43AB7000,98XXXX5731,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0144,Auto Rickshaw,Pedestrian Sidewalk,Chennai,Pedestrian Path Obstructed,No,Low,2026-05-25 15:02:55.448355,55,Medium Priority,Standard obstruction resolution workflow,QR0082,QR0082,USER0082,TN40AB7393,98XXXX6333,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Standard Workflow
INC0145,Two Wheeler,Commercial Complex,Pune,Gate Blockage,Yes,Critical,2026-05-27 10:35:55.448359,105,High Priority,Urgent owner notification required,QR0115,QR0115,USER0115,TN85AB7931,98XXXX4107,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow
INC0146,Van,Narrow Lane,Mumbai,Emergency Access Blocked,No,Critical,2026-05-25 16:12:55.448364,55,Medium Priority,Standard obstruction resolution workflow,QR0020,QR0020,USER0020,TN55AB5357,98XXXX4086,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow
INC0147,Car,Narrow Lane,Delhi,Emergency Access Blocked,No,Critical,2026-05-26 23:37:55.448369,55,Medium Priority,Standard obstruction resolution workflow,QR0258,QR0258,USER0258,TN23AB7236,98XXXX2334,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow
INC0148,Van,Shop Entrance,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-21 22:59:55.448374,55,Medium Priority,Standard obstruction resolution workflow,QR0171,QR0171,USER0171,TN27AB5449,98XXXX9966,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0149,Two Wheeler,Commercial Complex,Delhi,Gate Blockage,Yes,Critical,2026-05-22 06:17:55.448378,105,High Priority,Urgent owner notification required,QR0280,QR0280,USER0280,TN41AB6448,98XXXX3198,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow
INC0150,Mini Truck,Shop Entrance,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 17:49:55.448385,100,High Priority,Urgent owner notification required,QR0017,QR0017,USER0017,TN32AB7683,98XXXX6854,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0151,Van,Residential Street,Kochi,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 08:30:55.448390,100,High Priority,Urgent owner notification required,QR0001,QR0001,USER0001,TN92AB6556,98XXXX3539,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0152,Auto Rickshaw,Pedestrian Sidewalk,Chennai,Illegal Parking,No,Low,2026-05-21 16:55:55.448395,25,Low Priority,Low urgency monitoring,QR0261,QR0261,USER0261,TN69AB2835,98XXXX1712,Pune,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow
INC0153,Mini Truck,School Zone,Chennai,Commercial Entrance Blocked,Yes,Critical,2026-05-22 05:00:55.448399,125,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0276,QR0276,USER0276,TN38AB4703,98XXXX5604,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required
INC0154,Two Wheeler,Narrow Lane,Hyderabad,Commercial Entrance Blocked,No,Medium,2026-05-23 10:14:55.448404,40,Low Priority,Low urgency monitoring,QR0275,QR0275,USER0275,TN42AB1860,98XXXX1799,Mumbai,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow
INC0155,Car,Residential Street,Pune,Illegal Parking,Yes,Critical,2026-05-24 05:21:55.448409,70,Medium Priority,Standard obstruction resolution workflow,QR0163,QR0163,USER0163,TN73AB6354,98XXXX9946,Mumbai,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow
INC0156,Mini Truck,School Zone,Hyderabad,Gate Blockage,No,Medium,2026-05-24 13:42:55.448413,80,High Priority,Urgent owner notification required,QR0188,QR0188,USER0188,TN64AB3375,98XXXX6117,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0157,Two Wheeler,School Zone,Chennai,Gate Blockage,No,Medium,2026-05-25 02:58:55.448418,80,High Priority,Urgent owner notification required,QR0217,QR0217,USER0217,TN62AB7466,98XXXX4937,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0158,Van,Narrow Lane,Pune,Illegal Parking,No,Low,2026-05-25 15:11:55.448423,25,Low Priority,Low urgency monitoring,QR0227,QR0227,USER0227,TN80AB6667,98XXXX9337,Pune,[INFO] Minor obstruction reported near Narrow Lane.,Standard Workflow
INC0159,Mini Truck,Pedestrian Sidewalk,Kochi,Gate Blockage,Yes,Critical,2026-05-24 20:13:55.448428,85,High Priority,Urgent owner notification required,QR0014,QR0014,USER0014,TN59AB5865,98XXXX6441,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0160,Taxi,Residential Street,Hyderabad,Roadside Congestion,No,Low,2026-05-25 14:33:55.448432,25,Low Priority,Low urgency monitoring,QR0039,QR0039,USER0039,TN42AB7633,98XXXX9874,Bangalore,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow
INC0161,Taxi,Pedestrian Sidewalk,Pune,Commercial Entrance Blocked,Yes,Critical,2026-05-24 16:27:55.448437,85,High Priority,Urgent owner notification required,QR0067,QR0067,USER0067,TN70AB3121,98XXXX1086,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow
INC0162,Taxi,Apartment Gate,Pune,Roadside Congestion,No,Low,2026-05-21 12:59:55.448442,45,Low Priority,Low urgency monitoring,QR0050,QR0050,USER0050,TN76AB9772,98XXXX6762,Hyderabad,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow
INC0163,Mini Truck,Shop Entrance,Bangalore,Commercial Entrance Blocked,Yes,Critical,2026-05-21 17:37:55.448446,85,High Priority,Urgent owner notification required,QR0081,QR0081,USER0081,TN50AB8042,98XXXX4599,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow
INC0164,Taxi,Residential Street,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-27 06:53:55.448451,100,High Priority,Urgent owner notification required,QR0072,QR0072,USER0072,TN90AB6118,98XXXX1210,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow
INC0165,Car,Residential Street,Delhi,Illegal Parking,Yes,Critical,2026-05-21 09:09:55.448456,70,Medium Priority,Standard obstruction resolution workflow,QR0114,QR0114,USER0114,TN54AB2076,98XXXX9231,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow
INC0166,Auto Rickshaw,Hospital Entrance,Kochi,Illegal Parking,Yes,Critical,2026-05-21 20:25:55.448460,110,High Priority,Urgent owner notification required,QR0210,QR0210,USER0210,TN76AB9411,98XXXX6039,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow
INC0167,Taxi,Shop Entrance,Kochi,Emergency Access Blocked,No,Critical,2026-05-25 18:47:55.448465,55,Medium Priority,Standard obstruction resolution workflow,QR0035,QR0035,USER0035,TN56AB8752,98XXXX4643,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow
INC0168,Van,School Zone,Kochi,Commercial Entrance Blocked,No,Medium,2026-05-23 15:21:55.448469,80,High Priority,Urgent owner notification required,QR0077,QR0077,USER0077,TN25AB2103,98XXXX6954,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow
INC0169,Mini Truck,Emergency Exit,Kochi,Gate Blockage,No,Critical,2026-05-24 17:41:55.448474,80,High Priority,Urgent owner notification required,QR0298,QR0298,USER0298,TN37AB1212,98XXXX9115,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow
INC0170,Car,Emergency Exit,Chennai,Emergency Access Blocked,Yes,Critical,2026-05-21 01:45:55.448479,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0269,QR0269,USER0269,TN36AB9430,98XXXX7862,Kochi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required
