Incident_ID,Vehicle_Type,Location,City,Obstruction_Type,Emergency_Status,Severity_Level,Reported_Time,Priority_Score,AI_Priority_Level,Recommended_Action,Assigned_QR_ID,QR_ID,Owner_ID,Vehicle_Number,Masked_Contact,Registered_City,Anonymous_Notification,Emergency_Escalation,Location_Encoded,Priority_Encoded,Obstruction_Encoded,Emergency_Flag,Severity_Score,Accessibility_Risk_Index,Urban_Cluster,Anomaly_Flag,Anomaly_Status
INC0074,Auto Rickshaw,Emergency Exit,Kochi,Roadside Congestion,No,Critical,2026-05-27 16:13:31.623518,65,Medium Priority,Standard obstruction resolution workflow,QR0274,QR0274,USER0274,TN24AB1815,98XXXX9808,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow,2,3,5,0,3,62.5,3,1,Normal Incident
INC0075,Van,Commercial Complex,Chennai,Commercial Entrance Blocked,No,Medium,2026-05-27 09:26:31.623523,60,Medium Priority,Standard obstruction resolution workflow,QR0070,QR0070,USER0070,TN79AB1489,98XXXX2212,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow,1,3,0,0,2,50.0,3,1,Normal Incident
INC0076,Two Wheeler,Pedestrian Sidewalk,Mumbai,Gate Blockage,No,Medium,2026-05-24 06:16:31.623528,40,Low Priority,Low urgency monitoring,QR0259,QR0259,USER0259,TN62AB3239,98XXXX8486,Kochi,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,2,0,2,40.0,2,1,Normal Incident
INC0077,Taxi,Hospital Entrance,Kochi,Illegal Parking,Yes,Critical,2026-05-23 20:51:31.623533,110,High Priority,Urgent owner notification required,QR0069,QR0069,USER0069,TN85AB6144,98XXXX2655,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,3,1,3,115.0,1,1,Normal Incident
INC0078,Mini Truck,Narrow Lane,Chennai,Illegal Parking,Yes,Critical,2026-05-21 10:03:31.623539,70,Medium Priority,Standard obstruction resolution workflow,QR0142,QR0142,USER0142,TN89AB6143,98XXXX8459,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow,4,3,3,0,3,65.0,3,1,Normal Incident
INC0079,Car,Shop Entrance,Delhi,Illegal Parking,Yes,Critical,2026-05-25 22:43:31.623544,70,Medium Priority,Standard obstruction resolution workflow,QR0291,QR0291,USER0291,TN95AB4104,98XXXX8005,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow,8,3,3,0,3,65.0,3,1,Normal Incident
INC0080,Car,Commercial Complex,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-20 21:04:31.623549,75,Medium Priority,Standard obstruction resolution workflow,QR0105,QR0105,USER0105,TN97AB8622,98XXXX4285,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow,1,3,4,0,1,47.5,3,1,Normal Incident
INC0081,Van,Pedestrian Sidewalk,Kochi,Gate Blockage,No,Medium,2026-05-25 03:37:31.623554,40,Low Priority,Low urgency monitoring,QR0045,QR0045,USER0045,TN12AB8963,98XXXX7442,Chennai,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,2,0,2,40.0,2,1,Normal Incident
INC0082,Van,Shop Entrance,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-27 15:24:31.623558,100,High Priority,Urgent owner notification required,QR0203,QR0203,USER0203,TN84AB6078,98XXXX3052,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow,8,1,1,1,3,110.0,0,1,Normal Incident
INC0083,Taxi,Pedestrian Sidewalk,Mumbai,Emergency Access Blocked,Yes,Critical,2026-05-21 12:04:31.623563,100,High Priority,Urgent owner notification required,QR0139,QR0139,USER0139,TN98AB4645,98XXXX6953,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,1,1,3,110.0,0,1,Normal Incident
INC0084,Taxi,Pedestrian Sidewalk,Hyderabad,Roadside Congestion,No,Low,2026-05-26 23:23:31.623568,25,Low Priority,Low urgency monitoring,QR0033,QR0033,USER0033,TN89AB4158,98XXXX6429,Pune,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,5,0,1,22.5,2,1,Normal Incident
INC0085,Van,Apartment Gate,Bangalore,Illegal Parking,Yes,Critical,2026-05-25 05:03:31.623573,90,High Priority,Urgent owner notification required,QR0024,QR0024,USER0024,TN21AB8760,98XXXX1400,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,3,1,3,105.0,0,1,Normal Incident
INC0086,Car,Hospital Entrance,Chennai,Roadside Congestion,Yes,Critical,2026-05-26 18:43:31.623577,110,High Priority,Urgent owner notification required,QR0014,QR0014,USER0014,TN68AB1527,98XXXX3683,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,5,1,3,115.0,1,1,Normal Incident
INC0087,Auto Rickshaw,Apartment Gate,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 03:52:31.623582,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0157,QR0157,USER0157,TN92AB6168,98XXXX4135,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required,0,0,4,1,3,120.0,1,1,Normal Incident
INC0088,Van,Narrow Lane,Kochi,Emergency Access Blocked,No,Critical,2026-05-24 17:35:31.623587,55,Medium Priority,Standard obstruction resolution workflow,QR0044,QR0044,USER0044,TN54AB7170,98XXXX6642,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow,4,3,1,0,3,57.5,3,1,Normal Incident
INC0089,Auto Rickshaw,School Zone,Pune,Roadside Congestion,No,Low,2026-05-24 01:30:31.623591,65,Medium Priority,Standard obstruction resolution workflow,QR0219,QR0219,USER0219,TN59AB1681,98XXXX7123,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Standard Workflow,7,3,5,0,1,42.5,3,1,Normal Incident
INC0090,Auto Rickshaw,Pedestrian Sidewalk,Chennai,Roadside Congestion,Yes,Critical,2026-05-22 09:04:31.623596,70,Medium Priority,Standard obstruction resolution workflow,QR0134,QR0134,USER0134,TN66AB5965,98XXXX9744,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Standard Workflow,5,3,5,0,3,65.0,3,1,Normal Incident
INC0091,Mini Truck,Traffic Junction,Pune,Gate Blockage,No,Medium,2026-05-25 04:01:31.623601,60,Medium Priority,Standard obstruction resolution workflow,QR0257,QR0257,USER0257,TN61AB6808,98XXXX9843,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow,9,3,2,0,2,50.0,3,1,Normal Incident
INC0092,Two Wheeler,School Zone,Pune,Illegal Parking,No,Low,2026-05-27 05:55:31.623606,65,Medium Priority,Standard obstruction resolution workflow,QR0206,QR0206,USER0206,TN62AB6272,98XXXX8731,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Standard Workflow,7,3,3,0,1,42.5,3,1,Normal Incident
INC0093,Car,Narrow Lane,Mumbai,Roadside Congestion,Yes,Critical,2026-05-23 07:02:31.623610,70,Medium Priority,Standard obstruction resolution workflow,QR0005,QR0005,USER0005,TN76AB9846,98XXXX6086,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow,4,3,5,0,3,65.0,3,1,Normal Incident
INC0094,Two Wheeler,Residential Street,Pune,Commercial Entrance Blocked,No,Medium,2026-05-24 03:27:31.623615,40,Low Priority,Low urgency monitoring,QR0010,QR0010,USER0010,TN53AB3488,98XXXX3085,Hyderabad,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow,6,2,0,0,2,40.0,2,1,Normal Incident
INC0095,Mini Truck,Apartment Gate,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-21 10:13:31.623620,75,Medium Priority,Standard obstruction resolution workflow,QR0175,QR0175,USER0175,TN13AB3790,98XXXX6521,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,4,0,1,47.5,3,1,Normal Incident
INC0096,Two Wheeler,Residential Street,Pune,Pedestrian Path Obstructed,No,Low,2026-05-26 02:39:31.623625,55,Medium Priority,Standard obstruction resolution workflow,QR0102,QR0102,USER0102,TN87AB1413,98XXXX1261,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Residential Street.,Standard Workflow,6,3,4,0,1,37.5,3,1,Normal Incident
INC0097,Van,Hospital Entrance,Kochi,Illegal Parking,Yes,Critical,2026-05-27 07:01:31.623630,110,High Priority,Urgent owner notification required,QR0200,QR0200,USER0200,TN51AB2491,98XXXX1053,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,3,1,3,115.0,1,1,Normal Incident
INC0098,Van,Apartment Gate,Bangalore,Roadside Congestion,Yes,Critical,2026-05-21 03:46:31.623635,90,High Priority,Urgent owner notification required,QR0025,QR0025,USER0025,TN64AB8613,98XXXX9931,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,5,1,3,105.0,0,1,Normal Incident
INC0099,Auto Rickshaw,Commercial Complex,Pune,Roadside Congestion,No,Low,2026-05-24 06:42:31.623640,45,Low Priority,Low urgency monitoring,QR0241,QR0241,USER0241,TN82AB5151,98XXXX5167,Bangalore,[INFO] Minor obstruction reported near Commercial Complex.,Standard Workflow,1,2,5,0,1,32.5,2,1,Normal Incident
INC0100,Car,School Zone,Delhi,Pedestrian Path Obstructed,No,Low,2026-05-24 17:37:31.623644,95,High Priority,Urgent owner notification required,QR0196,QR0196,USER0196,TN87AB2171,98XXXX7201,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow,7,1,4,1,1,87.5,0,-1,Critical Urban Anomaly
INC0101,Auto Rickshaw,Commercial Complex,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 11:23:31.623649,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0136,QR0136,USER0136,TN23AB2994,98XXXX6714,Mumbai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Commercial Complex. Immediate attention required.,Escalation Required,1,0,4,1,3,120.0,1,1,Normal Incident
INC0102,Taxi,Emergency Exit,Hyderabad,Emergency Access Blocked,Yes,Critical,2026-05-27 16:31:31.623654,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0253,QR0253,USER0253,TN83AB8678,98XXXX1450,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required,2,0,1,1,3,130.0,1,-1,Critical Urban Anomaly
INC0103,Auto Rickshaw,Residential Street,Chennai,Roadside Congestion,No,Low,2026-05-23 00:24:31.623659,25,Low Priority,Low urgency monitoring,QR0023,QR0023,USER0023,TN13AB7367,98XXXX4062,Pune,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow,6,2,5,0,1,22.5,2,1,Normal Incident
INC0104,Auto Rickshaw,Apartment Gate,Bangalore,Commercial Entrance Blocked,No,Medium,2026-05-25 17:56:31.623663,60,Medium Priority,Standard obstruction resolution workflow,QR0232,QR0232,USER0232,TN29AB4067,98XXXX6078,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,0,0,2,50.0,3,1,Normal Incident
INC0105,Taxi,Residential Street,Chennai,Gate Blockage,No,Medium,2026-05-22 02:44:31.623668,40,Low Priority,Low urgency monitoring,QR0027,QR0027,USER0027,TN16AB1030,98XXXX7577,Kochi,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow,6,2,2,0,2,40.0,2,1,Normal Incident
INC0106,Car,Traffic Junction,Bangalore,Roadside Congestion,Yes,Critical,2026-05-24 23:49:31.623673,90,High Priority,Urgent owner notification required,QR0100,QR0100,USER0100,TN82AB3553,98XXXX1393,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Standard Workflow,9,1,5,1,3,105.0,0,1,Normal Incident
INC0107,Auto Rickshaw,Residential Street,Bangalore,Emergency Access Blocked,Yes,Critical,2026-05-26 10:02:31.623678,100,High Priority,Urgent owner notification required,QR0093,QR0093,USER0093,TN54AB6038,98XXXX7168,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Residential Street. Please respond urgently.,Standard Workflow,6,1,1,1,3,110.0,0,1,Normal Incident
INC0108,Mini Truck,Emergency Exit,Chennai,Roadside Congestion,No,Critical,2026-05-26 23:12:31.623683,65,Medium Priority,Standard obstruction resolution workflow,QR0166,QR0166,USER0166,TN56AB7886,98XXXX8692,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow,2,3,5,0,3,62.5,3,1,Normal Incident
INC0109,Taxi,Pedestrian Sidewalk,Bangalore,Illegal Parking,No,Low,2026-05-27 11:09:31.623689,25,Low Priority,Low urgency monitoring,QR0005,QR0005,USER0005,TN76AB9846,98XXXX6086,Bangalore,[INFO] Minor obstruction reported near Pedestrian Sidewalk.,Standard Workflow,5,2,3,0,1,22.5,2,1,Normal Incident
INC0110,Two Wheeler,School Zone,Hyderabad,Gate Blockage,No,Medium,2026-05-24 15:11:31.623694,80,High Priority,Urgent owner notification required,QR0253,QR0253,USER0253,TN83AB8678,98XXXX1450,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow,7,1,2,1,2,90.0,0,1,Normal Incident
INC0111,Car,Apartment Gate,Mumbai,Pedestrian Path Obstructed,No,Low,2026-05-26 02:40:31.623699,75,Medium Priority,Standard obstruction resolution workflow,QR0265,QR0265,USER0265,TN40AB8788,98XXXX9733,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,4,0,1,47.5,3,1,Normal Incident
INC0112,Taxi,Pedestrian Sidewalk,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-22 12:08:31.623710,100,High Priority,Urgent owner notification required,QR0044,QR0044,USER0044,TN54AB7170,98XXXX6642,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,4,1,3,110.0,0,1,Normal Incident
INC0113,Mini Truck,Apartment Gate,Chennai,Commercial Entrance Blocked,No,Medium,2026-05-24 19:01:31.623715,60,Medium Priority,Standard obstruction resolution workflow,QR0015,QR0015,USER0015,TN20AB4692,98XXXX2489,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,0,0,2,50.0,3,1,Normal Incident
INC0114,Two Wheeler,Narrow Lane,Delhi,Illegal Parking,Yes,Critical,2026-05-23 20:48:31.623720,70,Medium Priority,Standard obstruction resolution workflow,QR0180,QR0180,USER0180,TN30AB4246,98XXXX9402,Chennai,[NOTICE] Your vehicle may be causing access inconvenience near Narrow Lane.,Standard Workflow,4,3,3,0,3,65.0,3,1,Normal Incident
INC0115,Van,Shop Entrance,Bangalore,Illegal Parking,No,Low,2026-05-25 01:01:31.623724,25,Low Priority,Low urgency monitoring,QR0109,QR0109,USER0109,TN41AB3051,98XXXX9532,Pune,[INFO] Minor obstruction reported near Shop Entrance.,Standard Workflow,8,2,3,0,1,22.5,2,1,Normal Incident
INC0116,Two Wheeler,School Zone,Chennai,Gate Blockage,No,Medium,2026-05-21 18:29:31.623729,80,High Priority,Urgent owner notification required,QR0059,QR0059,USER0059,TN51AB3730,98XXXX2755,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near School Zone. Please respond urgently.,Standard Workflow,7,1,2,1,2,90.0,0,1,Normal Incident
INC0117,Mini Truck,Narrow Lane,Pune,Gate Blockage,Yes,Critical,2026-05-21 01:33:31.623734,85,High Priority,Urgent owner notification required,QR0283,QR0283,USER0283,TN58AB4499,98XXXX3132,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Standard Workflow,4,1,2,1,3,102.5,0,1,Normal Incident
INC0118,Auto Rickshaw,Apartment Gate,Mumbai,Gate Blockage,No,Medium,2026-05-25 09:37:31.623739,60,Medium Priority,Standard obstruction resolution workflow,QR0015,QR0015,USER0015,TN20AB4692,98XXXX2489,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Apartment Gate.,Standard Workflow,0,3,2,0,2,50.0,3,1,Normal Incident
INC0119,Auto Rickshaw,Pedestrian Sidewalk,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-23 08:20:31.623744,100,High Priority,Urgent owner notification required,QR0119,QR0119,USER0119,TN69AB5467,98XXXX1977,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Pedestrian Sidewalk. Please respond urgently.,Standard Workflow,5,1,1,1,3,110.0,0,1,Normal Incident
INC0120,Taxi,Shop Entrance,Mumbai,Pedestrian Path Obstructed,Yes,Critical,2026-05-26 14:06:31.623748,100,High Priority,Urgent owner notification required,QR0244,QR0244,USER0244,TN30AB3836,98XXXX5099,Hyderabad,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow,8,1,4,1,3,110.0,0,1,Normal Incident
INC0121,Car,Apartment Gate,Pune,Emergency Access Blocked,Yes,Critical,2026-05-25 23:35:31.623753,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0048,QR0048,USER0048,TN16AB9613,98XXXX6712,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required,0,0,1,1,3,120.0,1,1,Normal Incident
INC0122,Taxi,Emergency Exit,Chennai,Commercial Entrance Blocked,No,Critical,2026-05-22 20:44:31.623758,80,High Priority,Urgent owner notification required,QR0261,QR0261,USER0261,TN98AB7084,98XXXX2642,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow,2,1,0,1,3,100.0,0,1,Normal Incident
INC0123,Auto Rickshaw,School Zone,Pune,Pedestrian Path Obstructed,Yes,Critical,2026-05-25 12:31:31.623769,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0293,QR0293,USER0293,TN65AB1885,98XXXX1475,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required,7,0,4,1,3,130.0,1,-1,Critical Urban Anomaly
INC0124,Taxi,Commercial Complex,Kochi,Commercial Entrance Blocked,Yes,Critical,2026-05-21 11:04:31.623774,105,High Priority,Urgent owner notification required,QR0047,QR0047,USER0047,TN65AB3624,98XXXX4172,Chennai,[HIGH PRIORITY] Your vehicle is currently blocking access near Commercial Complex. Please respond urgently.,Standard Workflow,1,1,0,1,3,112.5,1,1,Normal Incident
INC0125,Car,Hospital Entrance,Kochi,Emergency Access Blocked,Yes,Critical,2026-05-22 15:03:31.623779,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0226,QR0226,USER0226,TN68AB8325,98XXXX3347,Bangalore,[CRITICAL ALERT] Your vehicle is causing an obstruction near Hospital Entrance. Immediate attention required.,Escalation Required,3,0,1,1,3,130.0,1,-1,Critical Urban Anomaly
INC0126,Auto Rickshaw,School Zone,Chennai,Pedestrian Path Obstructed,Yes,Critical,2026-05-23 16:58:31.623783,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0022,QR0022,USER0022,TN97AB6842,98XXXX6830,Delhi,[CRITICAL ALERT] Your vehicle is causing an obstruction near School Zone. Immediate attention required.,Escalation Required,7,0,4,1,3,130.0,1,-1,Critical Urban Anomaly
INC0127,Two Wheeler,Emergency Exit,Hyderabad,Illegal Parking,No,Critical,2026-05-25 06:54:31.623788,65,Medium Priority,Standard obstruction resolution workflow,QR0153,QR0153,USER0153,TN14AB2451,98XXXX7975,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Emergency Exit.,Standard Workflow,2,3,3,0,3,62.5,3,1,Normal Incident
INC0128,Van,Apartment Gate,Hyderabad,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 00:42:31.623792,120,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0189,QR0189,USER0189,TN60AB1493,98XXXX9145,Kochi,[CRITICAL ALERT] Your vehicle is causing an obstruction near Apartment Gate. Immediate attention required.,Escalation Required,0,0,4,1,3,120.0,1,1,Normal Incident
INC0129,Two Wheeler,Emergency Exit,Delhi,Emergency Access Blocked,Yes,Critical,2026-05-26 08:05:31.623797,140,Emergency Critical,Immediate owner notification + Emergency escalation recommended,QR0236,QR0236,USER0236,TN38AB6418,98XXXX3287,Chennai,[CRITICAL ALERT] Your vehicle is causing an obstruction near Emergency Exit. Immediate attention required.,Escalation Required,2,0,1,1,3,130.0,1,-1,Critical Urban Anomaly
INC0130,Two Wheeler,Apartment Gate,Pune,Illegal Parking,Yes,Critical,2026-05-26 13:07:31.623802,90,High Priority,Urgent owner notification required,QR0018,QR0018,USER0018,TN52AB7283,98XXXX5417,Kochi,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,3,1,3,105.0,0,1,Normal Incident
INC0131,Car,Pedestrian Sidewalk,Bangalore,Illegal Parking,Yes,Critical,2026-05-27 01:05:31.623806,70,Medium Priority,Standard obstruction resolution workflow,QR0105,QR0105,USER0105,TN97AB8622,98XXXX4285,Hyderabad,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Standard Workflow,5,3,3,0,3,65.0,3,1,Normal Incident
INC0132,Taxi,Traffic Junction,Pune,Gate Blockage,No,Medium,2026-05-25 02:37:31.623811,60,Medium Priority,Standard obstruction resolution workflow,QR0176,QR0176,USER0176,TN71AB7558,98XXXX4232,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Traffic Junction.,Standard Workflow,9,3,2,0,2,50.0,3,1,Normal Incident
INC0133,Car,Apartment Gate,Mumbai,Illegal Parking,No,Low,2026-05-27 05:09:31.623816,45,Low Priority,Low urgency monitoring,QR0281,QR0281,USER0281,TN34AB1781,98XXXX7555,Kochi,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow,0,2,3,0,1,32.5,2,1,Normal Incident
INC0134,Mini Truck,Apartment Gate,Delhi,Illegal Parking,Yes,Critical,2026-05-22 08:55:31.623821,90,High Priority,Urgent owner notification required,QR0221,QR0221,USER0221,TN28AB5028,98XXXX9423,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,3,1,3,105.0,0,1,Normal Incident
INC0135,Two Wheeler,Shop Entrance,Bangalore,Pedestrian Path Obstructed,No,Low,2026-05-25 18:32:31.623825,55,Medium Priority,Standard obstruction resolution workflow,QR0111,QR0111,USER0111,TN83AB5385,98XXXX5357,Delhi,[NOTICE] Your vehicle may be causing access inconvenience near Shop Entrance.,Standard Workflow,8,3,4,0,1,37.5,3,1,Normal Incident
INC0136,Two Wheeler,Narrow Lane,Delhi,Pedestrian Path Obstructed,Yes,Critical,2026-05-21 21:53:31.623830,100,High Priority,Urgent owner notification required,QR0112,QR0112,USER0112,TN97AB9420,98XXXX9212,Bangalore,[HIGH PRIORITY] Your vehicle is currently blocking access near Narrow Lane. Please respond urgently.,Standard Workflow,4,1,4,1,3,110.0,0,1,Normal Incident
INC0137,Van,Commercial Complex,Delhi,Roadside Congestion,No,Low,2026-05-22 15:44:31.623835,45,Low Priority,Low urgency monitoring,QR0217,QR0217,USER0217,TN21AB3887,98XXXX9546,Mumbai,[INFO] Minor obstruction reported near Commercial Complex.,Standard Workflow,1,2,5,0,1,32.5,2,1,Normal Incident
INC0138,Taxi,Shop Entrance,Bangalore,Pedestrian Path Obstructed,Yes,Critical,2026-05-27 01:22:31.623840,100,High Priority,Urgent owner notification required,QR0185,QR0185,USER0185,TN98AB7691,98XXXX8422,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Shop Entrance. Please respond urgently.,Standard Workflow,8,1,4,1,3,110.0,0,1,Normal Incident
INC0139,Taxi,Pedestrian Sidewalk,Hyderabad,Illegal Parking,Yes,Critical,2026-05-25 04:23:31.623849,70,Medium Priority,Standard obstruction resolution workflow,QR0294,QR0294,USER0294,TN64AB2342,98XXXX5471,Pune,[NOTICE] Your vehicle may be causing access inconvenience near Pedestrian Sidewalk.,Standard Workflow,5,3,3,0,3,65.0,3,1,Normal Incident
INC0140,Mini Truck,Apartment Gate,Delhi,Roadside Congestion,Yes,Critical,2026-05-22 20:04:31.623854,90,High Priority,Urgent owner notification required,QR0022,QR0022,USER0022,TN97AB6842,98XXXX6830,Delhi,[HIGH PRIORITY] Your vehicle is currently blocking access near Apartment Gate. Please respond urgently.,Standard Workflow,0,1,5,1,3,105.0,0,1,Normal Incident
INC0141,Van,Traffic Junction,Mumbai,Roadside Congestion,Yes,Critical,2026-05-20 19:34:31.623858,90,High Priority,Urgent owner notification required,QR0109,QR0109,USER0109,TN41AB3051,98XXXX9532,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Traffic Junction. Please respond urgently.,Standard Workflow,9,1,5,1,3,105.0,0,1,Normal Incident
INC0142,Taxi,School Zone,Kochi,Roadside Congestion,No,Low,2026-05-22 18:08:31.623863,65,Medium Priority,Standard obstruction resolution workflow,QR0061,QR0061,USER0061,TN53AB3264,98XXXX1735,Bangalore,[NOTICE] Your vehicle may be causing access inconvenience near School Zone.,Standard Workflow,7,3,5,0,1,42.5,3,1,Normal Incident
INC0143,Mini Truck,Emergency Exit,Bangalore,Commercial Entrance Blocked,No,Critical,2026-05-25 15:06:31.623868,80,High Priority,Urgent owner notification required,QR0118,QR0118,USER0118,TN34AB8831,98XXXX8782,Pune,[HIGH PRIORITY] Your vehicle is currently blocking access near Emergency Exit. Please respond urgently.,Standard Workflow,2,1,0,1,3,100.0,0,1,Normal Incident
INC0144,Taxi,Residential Street,Chennai,Illegal Parking,No,Low,2026-05-25 04:11:31.623873,25,Low Priority,Low urgency monitoring,QR0261,QR0261,USER0261,TN98AB7084,98XXXX2642,Delhi,[INFO] Minor obstruction reported near Residential Street.,Standard Workflow,6,2,3,0,1,22.5,2,1,Normal Incident
INC0145,Taxi,Commercial Complex,Kochi,Pedestrian Path Obstructed,No,Low,2026-05-26 03:56:31.623878,75,Medium Priority,Standard obstruction resolution workflow,QR0285,QR0285,USER0285,TN16AB1436,98XXXX7356,Kochi,[NOTICE] Your vehicle may be causing access inconvenience near Commercial Complex.,Standard Workflow,1,3,4,0,1,47.5,3,1,Normal Incident
INC0146,Car,Hospital Entrance,Bangalore,Pedestrian Path Obstructed,No,Critical,2026-05-27 15:20:31.623883,95,High Priority,Urgent owner notification required,QR0043,QR0043,USER0043,TN10AB4699,98XXXX1716,Mumbai,[HIGH PRIORITY] Your vehicle is currently blocking access near Hospital Entrance. Please respond urgently.,Standard Workflow,3,1,4,1,3,107.5,0,1,Normal Incident
INC0147,Mini Truck,Apartment Gate,Chennai,Illegal Parking,No,Low,2026-05-25 13:52:31.623888,45,Low Priority,Low urgency monitoring,QR0227,QR0227,USER0227,TN32AB9276,98XXXX1362,Pune,[INFO] Minor obstruction reported near Apartment Gate.,Standard Workflow,0,2,3,0,1,32.5,2,1,Normal Incident
